@RELATION mood_classification

@ATTRIBUTE "Pitch" NUMERIC
@ATTRIBUTE "Speech Rate" NUMERIC
@ATTRIBUTE "Speech Duration" NUMERIC
@ATTRIBUTE "Mood" {0,1,2,3,4,5,6,7,8,9}

@DATA
332.16,150,9.98,0
167.47,97,10.5,3
193.48,149,9.86,6
172.29,112,13.66,3
144.86,67,10.56,8
205.93,181,5.14,4
177.54,73,13.33,3
157.48,114,15.59,2
162.21,117,10.35,3
209.91,152,5.41,4
166.26,93,13.9,2
171.62,114,8.19,7
217.58,145,8.62,5
256.61,152,7.36,4
214.82,142,10.22,5
204.57,202,10.38,4
249.56,144,5.51,9
211.71,82,8.45,3
131.2,67,10.74,1
136.68,81,10.32,8
134.22,52,12.81,1
171.14,94,9.97,7
132.03,59,17.41,1
199.1,112,12.17,5
231.47,157,4.37,9
120.98,53,12.18,1
120.75,76,12.16,1
202.15,117,13.88,3
259.94,155,8.58,5
228.39,140,12.49,5
247.6,162,7.69,6
247.02,171,8.59,6
158.14,120,8.72,3
257.39,156,7.07,5
280.86,153,4.68,9
192.5,161,5.1,6
164.11,121,13.25,7
245.88,163,9.33,6
161.12,63,14.69,1
255.87,156,8.68,0
156.36,97,11.75,7
246.24,182,9.55,4
155.78,99,8.81,7
149.16,129,14.16,7
291.12,168,7.77,0
218.35,113,9.38,3
203.68,171,5.21,4
260.42,210,8.65,4
171.52,112,8.43,7
256.6,189,9.35,4
232.32,144,7.02,9
262.7,164,7.0,9
242.63,156,7.28,6
243.59,150,3.28,9
129.8,72,14.07,8
232.94,153,9.35,6
249.83,162,8.12,4
127.9,62,11.0,1
290.56,130,5.65,9
208.32,87,13.3,3
113.55,89,10.89,8
257.01,145,4.49,9
274.81,156,3.77,9
342.22,199,5.03,0
299.89,182,10.79,0
266.54,211,7.28,4
121.14,72,19.52,1
147.43,97,17.19,2
130.36,55,10.05,1
147.29,56,12.78,1
238.95,168,6.79,4
148.41,87,17.61,8
223.23,135,9.67,6
141.08,117,16.18,2
186.32,115,13.95,5
210.73,130,13.1,5
246.54,132,6.26,9
165.3,119,13.72,7
161.41,96,8.9,7
155.15,106,16.26,2
170.82,117,8.99,7
186.92,144,6.38,6
268.9,171,9.36,4
242.4,137,5.22,9
203.26,192,6.17,4
179.52,97,11.73,7
196.55,116,14.91,5
238.21,158,5.73,9
162.24,127,10.47,7
288.12,149,5.47,9
239.63,152,3.95,9
250.35,158,5.64,4
159.11,71,14.51,1
252.95,149,7.54,9
143.41,90,16.45,2
246.35,150,7.61,6
255.0,169,5.33,0
145.55,74,15.55,1
209.2,193,5.23,4
205.37,190,9.04,4
217.19,123,7.56,5
268.85,137,13.02,5
190.24,131,9.39,5
215.68,149,8.41,6
229.76,129,6.68,6
203.74,196,6.52,4
258.1,173,5.32,4
266.07,153,7.04,9
148.28,127,11.49,7
145.7,90,16.98,8
191.48,141,8.03,6
275.58,162,3.8,9
155.37,108,14.65,7
177.12,86,15.9,3
171.08,110,13.33,7
116.47,90,18.09,8
105.63,90,16.08,8
272.42,133,5.88,9
251.91,200,7.05,0
166.41,75,10.88,1
142.35,115,11.52,2
131.34,61,17.19,8
216.91,149,7.84,5
209.97,139,13.96,5
262.63,151,9.06,0
112.33,64,12.08,8
158.18,59,14.45,1
297.48,137,7.07,9
249.79,136,3.0,9
188.09,130,7.1,6
134.94,70,13.72,8
231.43,152,9.16,4
318.11,151,11.66,0
255.63,148,7.93,9
235.02,144,5.12,9
168.14,103,9.64,7
214.83,81,8.56,3
159.29,79,18.94,1
264.43,174,6.32,4
232.24,135,7.95,9
224.44,195,8.67,4
219.46,83,15.84,3
112.81,86,13.63,8
162.85,101,12.92,7
163.43,122,13.24,2
154.96,121,12.72,7
274.57,152,4.63,9
153.34,53,11.82,1
104.64,77,14.9,8
196.63,129,5.58,6
119.65,89,15.62,8
251.5,181,10.68,4
249.1,185,5.02,4
143.47,54,11.86,8
200.97,142,9.55,5
148.91,66,18.87,8
226.89,162,6.84,6
232.47,206,9.13,4
221.02,168,5.58,6
243.8,182,5.69,4
198.08,122,12.83,5
117.61,53,15.96,8
233.71,140,6.25,9
278.46,141,7.2,9
237.72,141,11.51,5
149.84,64,11.56,8
240.27,146,4.11,9
176.59,104,9.36,3
207.78,180,5.09,6
124.08,77,18.16,1
101.99,65,18.02,8
119.53,65,15.67,8
202.84,111,12.02,3
244.37,180,10.28,4
137.1,71,19.36,8
293.62,150,7.15,0
184.08,95,8.4,3
146.52,92,13.27,7
168.58,120,8.05,3
123.58,68,12.72,1
210.05,163,6.21,4
292.94,194,8.34,0
285.12,160,3.11,9
228.31,156,14.91,5
124.41,67,14.64,1
208.98,180,9.03,6
213.28,142,11.53,5
205.72,185,5.54,4
139.51,68,13.8,1
239.24,160,12.82,5
112.65,52,19.45,8
139.4,56,16.4,1
261.97,166,4.81,9
107.09,57,10.52,8
146.44,73,10.41,8
173.16,130,16.72,2
311.96,148,7.88,0
202.79,113,10.07,3
162.65,51,10.24,1
306.39,169,8.77,0
314.85,150,7.7,0
144.63,106,14.48,7
182.95,71,8.13,3
229.05,152,13.18,5
252.34,162,3.75,9
168.28,61,14.27,1
222.53,197,5.0,4
296.55,167,5.35,0
161.08,100,10.51,7
226.94,139,5.44,6
260.22,150,4.78,9
150.78,97,16.48,2
201.46,193,5.19,4
142.56,79,18.95,1
307.38,182,9.1,0
333.17,183,10.88,0
116.84,62,16.39,8
131.1,58,15.28,1
234.88,153,9.46,6
307.57,146,10.75,0
328.35,180,5.74,0
166.67,110,16.27,2
198.38,127,6.97,6
120.85,68,16.6,8
265.11,130,4.6,9
213.12,125,7.03,6
173.92,119,14.5,3
125.79,62,19.19,8
172.41,100,11.45,2
126.92,54,10.65,8
177.49,120,10.5,7
149.05,65,11.7,1
177.42,109,14.19,7
228.2,160,8.58,5
162.67,107,13.53,7
195.63,85,15.72,3
177.73,120,15.04,2
159.89,109,13.26,3
161.19,128,8.57,7
140.51,126,9.14,7
187.87,90,13.16,3
140.36,64,14.44,8
257.65,157,11.8,4
194.38,140,8.79,6
328.2,188,5.68,0
132.98,71,15.04,1
156.76,67,14.93,1
223.72,110,12.9,5
153.51,55,15.22,1
166.31,110,13.52,2
233.0,146,6.12,9
104.62,72,13.34,8
189.33,145,9.07,5
204.24,138,14.77,5
242.4,164,7.62,4
161.52,79,9.14,3
143.26,100,11.21,2
179.49,118,17.24,2
183.53,136,14.02,5
284.45,131,6.26,9
243.88,157,6.25,4
158.37,93,9.53,7
135.16,72,12.25,1
145.15,51,11.25,1
253.32,148,10.33,5
151.47,95,16.33,2
329.06,177,6.68,0
161.48,74,11.56,1
175.43,92,16.18,2
204.24,108,15.26,3
267.88,168,8.43,4
172.65,99,10.35,2
275.08,175,10.12,0
175.1,85,13.05,3
215.26,157,10.27,5
147.16,73,10.68,8
242.98,121,7.4,6
252.18,157,6.62,9
206.35,131,10.15,5
255.33,133,7.19,9
111.03,90,18.7,8
204.62,158,6.69,4
285.54,171,8.23,0
142.41,73,12.54,8
231.79,180,8.74,4
198.52,99,11.04,3
230.16,140,9.63,5
275.33,200,10.01,0
164.58,82,13.97,3
344.29,149,5.73,0
137.09,88,12.08,8
270.87,200,8.29,0
212.11,217,11.09,4
197.85,83,8.57,3
326.66,192,11.75,0
235.25,196,9.44,4
177.56,113,12.38,2
202.0,126,13.08,5
260.28,136,5.84,9
208.81,196,8.66,4
332.06,187,6.96,0
214.35,214,11.63,4
290.41,162,7.51,9
210.15,96,8.06,3
201.15,153,9.21,4
141.51,104,11.02,7
240.06,132,7.16,6
337.82,173,5.5,0
219.61,143,8.82,6
140.38,50,15.63,1
131.91,73,12.18,1
226.97,162,7.13,6
154.0,94,13.32,2
120.89,50,14.12,1
215.91,168,7.83,6
265.68,172,9.22,4
298.5,141,6.09,9
193.55,164,7.66,6
162.1,93,14.64,7
235.03,148,9.13,6
278.97,162,3.35,9
223.37,168,9.33,6
268.83,117,11.95,5
227.72,122,9.53,5
250.73,116,8.13,5
142.37,63,16.35,1
149.6,70,17.93,1
137.9,86,19.86,8
168.3,114,13.7,7
163.45,62,16.6,1
141.51,121,13.61,7
136.07,57,12.8,8
278.77,169,10.19,0
154.48,115,14.99,2
281.8,136,4.16,9
232.06,125,7.22,5
205.23,201,6.38,4
113.45,58,17.29,8
126.6,53,10.39,1
213.09,192,9.32,4
113.65,77,16.04,8
188.64,78,11.69,3
127.73,61,16.01,8
165.67,107,10.97,2
277.28,154,4.97,9
168.38,113,8.31,7
163.24,77,12.32,3
160.33,93,12.05,7
269.16,165,3.3,9
122.57,60,18.53,8
232.49,133,5.61,9
156.79,71,19.35,1
148.17,126,11.06,2
268.33,147,10.15,5
167.7,79,9.08,3
210.13,153,12.52,5
221.43,178,5.42,6
205.88,79,8.46,3
230.42,171,7.02,4
152.03,128,10.45,7
253.33,143,3.81,9
319.61,183,11.75,0
283.75,135,6.55,9
261.58,155,4.27,9
212.6,118,10.59,3
141.41,63,17.55,1
252.81,194,11.5,4
322.43,180,11.24,0
189.02,151,5.29,6
206.38,83,10.45,3
147.12,60,15.92,8
166.78,53,11.16,1
135.44,55,16.2,1
150.74,116,9.59,7
159.54,126,10.91,7
298.58,140,7.82,0
333.68,188,8.5,0
126.51,68,12.57,1
273.2,195,5.61,0
245.89,146,6.33,6
141.78,54,19.13,8
143.6,106,10.2,2
236.55,146,8.07,6
242.13,158,6.44,9
254.18,196,10.57,4
158.03,54,15.6,1
160.46,73,19.85,1
312.04,141,10.3,0
295.71,175,7.73,0
156.3,112,12.04,2
179.87,92,14.05,7
154.94,77,11.26,1
276.77,180,9.66,0
222.98,142,7.46,6
220.84,134,11.66,5
155.79,94,8.43,7
155.72,109,11.42,2
149.28,119,9.2,7
225.73,129,11.16,5
186.3,124,5.54,6
156.77,100,15.05,2
241.89,160,5.75,9
255.07,154,6.96,9
267.25,143,14.39,5
136.83,58,12.28,1
255.9,212,7.46,4
285.04,142,6.29,9
280.31,154,6.04,9
141.2,79,17.76,1
147.8,70,11.58,8
202.72,91,11.06,3
255.46,122,14.52,5
224.56,122,7.1,6
257.36,159,7.72,9
263.47,184,6.31,4
168.76,50,12.32,1
128.1,80,11.23,1
150.23,82,15.85,3
293.15,195,6.34,0
235.73,138,4.37,9
272.21,172,6.46,0
243.81,132,9.07,6
200.19,158,9.34,4
282.7,197,9.17,0
145.01,85,17.67,8
164.89,120,9.28,7
151.27,92,15.73,2
203.91,74,11.3,3
257.4,150,9.66,4
141.68,59,18.93,1
227.68,152,9.26,4
211.29,129,7.19,6
273.54,143,4.89,9
147.21,87,19.56,8
222.26,146,10.68,5
217.01,180,7.56,6
208.82,111,15.26,3
144.1,54,10.43,1
237.35,176,9.78,6
174.26,91,10.51,7
144.19,129,14.39,7
203.09,183,7.02,4
195.83,104,10.37,3
117.87,57,16.17,8
139.47,70,13.14,8
147.25,67,18.5,1
126.39,53,11.74,1
276.29,149,6.97,9
165.34,128,13.8,7
155.24,130,14.74,2
241.27,202,6.45,4
205.53,210,5.44,4
100.12,53,15.01,8
306.31,145,5.89,0
203.9,140,7.78,6
147.24,77,17.32,8
293.97,152,4.56,9
142.23,51,11.99,1
180.75,155,8.07,5
329.76,155,6.55,0
158.18,102,14.78,2
171.27,114,8.68,7
151.33,65,10.03,1
218.66,191,8.73,4
158.59,100,14.99,7
251.75,162,3.69,9
132.39,79,16.09,1
263.72,212,8.32,4
278.26,169,8.73,0
234.35,154,6.89,6
225.85,199,9.54,4
296.44,133,5.21,9
166.76,100,12.18,2
164.15,104,13.29,2
129.65,83,11.6,8
328.63,199,6.09,0
204.55,108,8.76,3
191.76,127,7.58,5
289.28,169,6.98,0
140.53,121,17.57,2
259.24,161,7.19,9
190.88,113,13.8,5
143.82,78,10.3,8
155.05,92,12.49,2
241.09,130,5.17,6
175.48,112,14.05,7
227.41,179,11.79,4
157.74,128,14.22,7
229.02,165,8.58,4
219.28,117,9.3,3
299.07,155,8.6,0
112.31,71,19.05,8
144.88,69,17.43,1
140.01,58,11.9,8
258.05,160,5.9,0
167.08,118,8.71,7
204.37,106,9.4,3
255.65,162,7.08,0
146.5,111,16.66,2
164.93,100,10.69,7
135.99,75,15.64,1
171.6,109,16.4,2
212.95,172,5.64,4
147.11,91,11.76,2
160.68,73,18.92,1
171.52,115,11.75,3
145.0,61,18.47,8
136.79,53,14.94,8
173.03,90,9.92,7
298.92,152,9.76,0
149.78,58,13.16,8
172.7,107,17.33,2
160.68,100,11.05,3
154.48,99,15.02,2
135.64,61,18.13,8
126.58,69,17.33,1
183.83,157,9.55,6
198.09,134,8.97,5
243.78,212,7.9,4
134.82,63,18.73,1
214.73,153,11.49,5
142.54,59,17.34,1
118.85,89,19.99,8
271.06,178,9.65,0
212.58,199,5.81,4
143.24,60,10.88,8
267.73,196,9.97,4
169.16,103,12.39,2
279.15,181,10.62,0
162.55,125,16.35,2
143.35,115,13.2,7
229.14,156,5.1,6
134.92,81,15.66,8
113.09,78,17.92,8
245.03,151,6.58,9
156.12,127,12.99,7
175.72,104,16.14,2
314.63,156,9.22,0
116.53,62,18.45,8
273.74,157,7.01,9
284.49,147,9.68,0
240.75,164,4.77,9
217.04,132,7.1,6
270.02,170,5.77,9
247.04,159,7.39,9
183.16,112,13.85,5
125.04,77,19.99,1
122.54,68,17.85,1
204.48,138,14.99,5
289.82,152,6.35,9
164.47,121,11.81,7
141.37,111,9.61,7
152.91,125,11.82,7
163.5,90,13.57,7
157.2,97,8.37,7
229.98,146,10.61,5
167.19,77,8.0,3
235.96,216,10.92,4
171.99,74,8.74,3
199.77,131,12.85,5
179.85,104,13.05,7
183.66,157,6.97,6
146.65,74,15.75,1
298.5,168,4.01,9
257.05,187,8.17,4
231.21,212,9.06,4
132.71,65,18.45,8
248.48,159,15.0,5
268.17,142,8.81,0
144.9,112,14.82,7
239.26,168,4.61,9
210.22,220,8.34,4
319.69,182,8.05,0
231.36,141,5.75,9
159.83,129,12.51,7
162.24,114,13.0,2
168.5,57,17.32,1
248.38,169,5.17,9
255.99,205,9.38,4
165.55,96,10.52,2
297.86,132,4.16,9
177.04,114,15.68,2
170.89,116,12.65,7
163.12,107,12.3,7
189.57,107,8.05,3
280.02,139,4.38,9
226.02,150,9.15,4
210.13,116,15.41,3
258.0,140,11.26,5
154.66,118,9.86,7
150.0,91,10.81,3
207.3,97,9.69,3
239.68,115,9.93,5
262.01,155,7.78,9
274.57,148,5.22,0
269.17,144,3.69,9
184.11,150,6.93,6
211.56,79,8.71,3
147.39,59,18.96,8
159.59,90,11.98,2
125.1,67,10.73,8
175.73,70,11.35,3
197.29,174,9.46,6
298.41,191,5.05,0
183.19,126,13.37,5
137.26,78,19.69,8
169.15,67,14.37,1
267.98,142,13.76,5
263.04,144,10.73,5
301.99,200,10.22,0
142.82,122,15.84,2
181.33,179,6.54,6
261.35,151,8.3,0
201.26,120,9.48,5
155.61,72,14.92,1
195.57,152,13.58,5
187.16,104,9.21,3
135.02,57,11.94,1
185.9,119,14.16,3
203.56,212,11.05,4
237.69,164,5.53,6
173.23,119,14.09,3
114.8,74,12.24,8
276.88,132,6.79,9
145.63,91,17.28,2
210.43,75,10.47,3
231.6,157,3.36,9
158.1,100,12.58,2
248.46,184,6.53,4
203.94,132,7.39,5
280.98,169,9.14,0
121.2,51,13.33,8
240.56,176,9.48,6
166.3,94,9.77,7
287.37,191,6.66,0
127.12,73,12.93,8
163.82,70,9.78,3
249.49,177,6.35,6
103.78,51,15.51,8
147.55,112,12.24,7
215.04,181,6.33,4
149.68,100,12.39,7
132.43,84,10.91,8
286.73,168,11.58,0
135.32,68,17.79,1
175.24,103,10.14,7
143.71,55,14.63,1
265.39,133,3.41,9
147.81,74,15.3,1
147.93,122,9.96,7
187.61,70,8.69,3
247.88,117,7.0,5
135.29,52,19.03,1
201.62,121,11.88,5
160.34,116,11.86,2
160.62,104,16.21,2
242.22,151,10.48,4
212.5,199,5.95,4
107.89,73,11.08,8
189.73,150,14.96,5
168.98,96,13.13,3
223.17,165,7.0,6
102.44,68,11.2,8
116.48,62,10.63,8
297.25,134,5.11,9
172.51,104,14.18,7
160.57,96,11.13,7
133.14,66,16.87,1
288.72,170,10.19,0
248.1,117,11.64,5
293.96,151,4.58,9
184.18,71,13.72,3
162.38,58,13.98,1
200.48,147,8.27,6
270.94,181,9.42,0
266.44,117,10.29,5
185.28,99,15.88,3
241.64,178,5.8,6
153.99,61,12.38,1
178.49,109,11.7,2
195.03,117,9.86,3
157.88,123,11.25,7
171.74,103,9.02,7
197.17,117,8.41,5
147.46,82,12.25,8
304.16,148,8.71,0
179.48,98,10.97,7
152.73,92,12.09,7
143.78,124,13.73,7
178.07,114,10.17,7
210.72,151,8.42,5
268.64,194,6.24,0
138.58,56,11.35,8
181.49,165,6.0,6
170.92,118,10.93,2
239.83,156,6.53,4
208.23,208,8.54,4
119.08,63,14.79,8
203.91,195,11.31,4
195.93,107,12.14,3
148.87,117,11.86,7
232.56,150,13.16,5
310.35,142,9.52,0
248.67,179,5.57,6
221.41,158,14.33,5
255.22,139,4.17,9
108.92,53,11.68,8
164.34,111,11.68,7
163.31,93,10.56,7
154.02,112,9.45,7
291.89,166,4.68,9
110.99,78,11.36,8
195.48,121,6.76,6
152.68,79,9.08,3
144.38,51,17.76,1
177.75,113,11.36,7
152.79,78,19.15,1
191.37,162,5.42,6
181.38,112,13.38,3
163.28,59,19.29,1
299.71,185,6.22,0
251.32,166,9.03,4
239.05,156,7.5,5
254.65,160,10.1,0
140.88,85,19.79,8
210.27,152,7.94,5
173.87,129,10.42,7
269.28,153,10.36,5
142.98,78,13.25,1
151.7,102,12.36,7
321.7,149,7.88,0
158.0,57,12.04,1
221.74,132,7.41,6
159.3,81,8.45,3
233.42,168,6.42,9
164.8,112,9.87,7
218.0,124,9.74,6
217.48,89,15.73,3
259.24,199,7.39,0
202.81,204,7.17,4
269.4,159,7.19,9
119.3,70,18.1,8
146.33,78,12.1,8
259.05,162,5.63,9
151.81,71,8.99,3
128.87,61,12.69,8
102.93,58,12.55,8
310.45,193,9.92,0
154.56,98,12.58,2
147.44,126,12.16,2
146.84,56,14.25,1
133.15,79,10.74,1
150.26,79,18.3,1
319.0,178,5.24,0
100.07,72,13.52,8
238.46,208,8.94,4
167.17,99,12.74,7
182.47,122,9.0,6
135.06,66,14.77,1
267.21,194,5.25,0
276.6,159,5.84,9
140.38,88,19.86,8
274.96,132,6.71,9
160.63,117,11.96,7
152.22,56,14.36,1
286.49,134,5.81,9
310.68,162,9.48,0
214.36,155,6.13,6
342.48,148,8.0,0
165.32,64,16.75,1
147.57,72,13.85,1
317.7,178,6.58,0
328.47,158,11.32,0
269.72,144,8.47,5
252.9,141,8.81,0
182.11,153,7.49,5
266.14,213,8.75,4
167.0,70,12.14,1
147.69,120,14.31,2
183.93,176,8.76,6
240.01,142,8.3,5
223.36,126,9.9,6
160.65,106,11.4,7
140.2,71,19.11,1
146.86,72,11.92,8
144.11,87,13.0,8
153.05,93,12.25,2
137.13,66,18.63,1
155.71,69,13.45,1
228.03,193,8.21,4
284.47,140,5.48,9
213.28,159,7.57,6
181.68,129,5.28,6
151.23,75,15.22,1
262.39,135,3.03,9
170.25,111,12.36,2
157.24,58,13.02,1
319.17,190,9.3,0
211.07,75,9.83,3
121.42,60,14.9,8
218.93,109,15.78,3
161.47,90,10.34,7
199.13,137,9.97,6
168.99,108,11.87,7
256.61,129,8.32,5
228.66,130,9.03,5
192.77,121,8.67,6
208.58,84,11.65,3
173.8,102,15.94,3
249.06,135,5.44,6
287.49,182,7.26,0
312.75,147,5.27,0
149.92,57,16.35,8
220.25,137,12.17,5
109.92,54,15.24,8
278.97,131,7.31,9
191.41,114,10.99,5
219.81,118,14.54,3
151.12,103,11.13,2
142.59,98,10.25,2
249.8,170,8.45,6
241.68,147,3.5,9
293.31,195,10.23,0
151.29,101,14.11,7
256.36,153,6.57,0
211.06,170,6.49,6
143.04,63,10.86,1
166.12,68,18.17,1
167.02,77,16.23,1
183.43,93,12.27,3
150.1,103,11.52,3
179.83,94,10.35,3
254.19,136,3.33,9
155.78,95,10.8,7
145.14,128,10.56,7
231.85,133,7.54,6
304.09,175,6.89,0
193.26,107,11.78,3
121.28,73,11.42,8
198.7,146,6.17,6
243.54,174,5.89,4
115.55,87,16.74,8
177.53,106,13.9,2
205.04,92,8.07,3
133.43,58,12.41,1
214.37,171,9.53,4
153.72,83,9.59,3
143.34,80,10.89,1
239.47,212,5.27,4
250.38,128,9.23,5
191.1,160,13.27,5
139.82,51,10.29,8
231.8,152,5.9,9
251.71,147,10.42,0
259.72,148,11.41,0
142.26,58,11.98,1
157.85,119,12.97,2
219.47,113,8.01,5
163.54,114,12.82,2
171.89,121,13.12,7
304.38,184,7.41,0
145.15,82,17.47,8
145.59,106,11.67,7
241.79,158,11.59,5
161.85,51,13.42,1
273.64,195,9.02,0
137.0,54,17.66,1
275.62,183,7.98,0
100.41,58,13.31,8
170.08,119,11.36,7
171.2,72,8.08,3
269.17,137,6.18,9
262.54,133,6.15,9
219.61,152,12.02,5
175.59,97,15.9,3
240.69,155,10.25,4
221.05,169,5.65,6
273.38,155,10.82,0
159.2,114,8.17,3
172.71,93,13.45,2
236.64,138,3.91,9
246.47,160,14.09,5
237.32,142,7.81,9
189.88,164,9.48,6
204.36,160,6.12,4
127.7,61,11.57,8
194.94,118,13.04,5
164.24,105,10.55,7
261.52,126,14.24,5
236.29,153,7.05,9
170.43,94,12.39,7
209.13,71,13.87,3
234.46,198,6.76,4
169.77,116,10.74,7
138.45,83,17.19,8
252.42,186,11.15,0
253.2,141,8.97,0
245.21,112,10.84,5
202.79,156,10.51,5
209.7,96,12.82,3
221.65,208,11.7,4
169.31,88,12.71,3
128.71,57,17.24,1
147.05,51,15.31,8
134.55,68,17.49,8
285.51,179,5.65,0
106.02,76,14.04,8
275.43,136,3.37,9
180.03,133,7.79,6
139.84,50,19.19,1
160.98,119,16.96,2
281.65,146,4.0,9
259.69,144,7.6,0
167.15,124,11.0,2
245.24,183,5.95,4
267.35,146,7.4,9
130.91,67,15.39,8
215.87,81,13.32,3
154.36,74,12.79,1
244.4,139,7.76,9
172.61,113,12.23,3
206.58,130,7.66,6
143.61,113,8.99,7
282.03,180,11.31,0
168.38,125,14.01,7
133.95,87,14.86,8
140.26,65,11.62,1
229.0,197,8.32,4
204.29,117,13.69,5
179.31,112,17.31,2
233.43,213,10.35,4
142.64,123,12.69,2
125.28,67,10.86,1
137.51,77,18.54,8
256.52,134,3.55,9
150.53,71,17.77,1
177.22,107,8.08,7
251.94,144,7.9,9
174.63,97,11.36,2
163.43,124,12.17,2
160.02,94,8.94,7
140.27,115,11.63,7
168.21,94,15.6,3
197.82,136,5.85,6
202.29,98,11.42,3
152.02,78,14.66,3
153.43,113,11.78,3
151.92,93,11.03,7
216.23,72,8.31,3
256.14,170,3.65,9
217.17,138,8.69,5
253.12,146,6.69,9
247.44,135,7.22,6
266.83,159,9.05,0
182.41,124,14.31,5
147.56,72,12.0,1
247.55,214,8.46,4
119.14,61,14.01,8
165.25,125,13.65,2
124.37,71,12.66,8
292.02,166,4.31,9
201.01,155,10.48,5
156.61,112,12.21,7
153.93,120,12.4,7
236.09,163,9.31,4
146.63,96,11.03,7
142.01,75,18.83,1
230.49,141,6.64,9
235.36,163,3.85,9
139.12,88,19.68,8
130.67,89,16.94,8
189.67,124,11.53,5
342.3,194,5.26,0
163.91,127,15.75,2
266.9,211,6.82,4
256.3,177,11.98,4
229.64,172,5.34,6
116.55,81,10.69,8
245.24,167,9.0,6
213.07,164,5.69,6
242.09,154,5.11,9
154.38,100,9.8,7
250.73,159,4.37,9
153.06,82,10.39,3
123.86,72,18.72,1
247.01,162,9.37,6
348.44,140,5.33,0
185.8,132,7.77,6
127.24,81,15.43,8
204.65,176,11.61,4
144.21,60,16.32,1
130.62,66,19.84,1
241.97,142,6.77,9
152.52,97,14.59,7
223.19,205,9.33,4
155.38,93,12.29,7
138.01,73,12.8,8
202.21,89,12.08,3
218.14,140,8.27,6
160.53,99,11.24,7
344.87,143,8.09,0
208.15,154,14.43,5
148.36,130,14.59,2
210.23,161,9.87,6
215.57,220,8.28,4
161.34,101,15.96,2
121.34,72,14.52,8
230.34,133,6.09,6
146.15,108,13.35,7
158.68,105,10.16,7
277.24,150,3.01,9
179.0,101,10.35,7
180.65,157,5.68,6
269.57,154,7.87,0
183.78,94,15.59,3
154.98,129,11.72,2
167.63,118,12.83,7
163.92,112,8.54,7
153.99,113,14.55,3
275.04,178,7.79,0
157.41,99,10.09,2
198.06,89,12.69,3
151.69,108,10.94,2
225.14,131,7.84,6
100.77,69,14.84,8
187.84,126,7.47,6
106.17,90,11.27,8
349.18,159,7.24,0
159.03,51,15.91,1
108.99,88,13.22,8
291.4,164,7.05,0
239.67,143,6.35,9
169.0,99,8.35,7
329.08,187,5.03,0
175.84,97,10.77,7
155.18,91,14.61,2
272.53,168,5.46,9
231.05,138,10.42,5
279.22,150,10.9,0
239.27,130,12.85,5
211.92,143,14.66,5
184.44,160,8.53,6
260.84,143,4.51,9
264.5,161,5.64,9
235.02,173,7.31,6
187.72,175,8.55,6
141.41,63,18.67,1
335.21,152,9.87,0
232.55,152,9.03,4
171.98,119,9.76,7
260.21,168,8.03,0
168.4,73,15.17,3
149.78,92,14.02,2
313.03,141,8.28,0
241.19,116,8.43,5
273.24,143,3.05,9
280.24,162,4.48,9
145.08,59,16.18,1
242.03,138,9.24,6
200.48,108,11.99,3
188.18,103,9.47,3
290.84,142,9.47,0
172.96,114,16.31,2
251.43,125,8.19,5
254.59,180,8.94,4
267.23,169,7.74,0
135.54,51,18.94,8
142.87,100,10.58,2
155.47,66,14.6,1
151.95,125,17.75,2
244.02,171,8.3,6
258.52,176,9.55,4
243.71,163,3.46,9
194.92,111,8.73,5
170.2,112,8.48,7
148.1,68,18.9,8
201.72,146,9.5,6
193.96,169,6.21,6
302.25,156,7.54,0
159.26,65,15.48,1
120.43,89,13.5,8
234.87,174,9.55,6
159.93,51,17.65,1
170.25,113,10.44,7
236.4,128,14.76,5
247.99,146,13.35,5
313.65,200,10.8,0
163.98,91,12.97,7
285.4,159,7.0,0
213.71,188,9.26,4
286.86,148,6.67,0
301.4,183,9.05,0
255.6,180,10.04,0
231.77,157,7.45,4
275.07,191,9.12,0
135.76,76,11.83,1
263.05,127,7.32,5
213.39,147,5.65,6
207.43,133,14.93,5
183.68,121,6.83,6
100.96,84,16.62,8
272.16,169,3.82,9
325.48,190,9.49,0
265.45,152,12.41,5
231.44,143,14.79,5
277.8,150,7.26,0
264.56,202,9.89,4
215.6,123,5.15,6
100.84,73,15.67,8
224.43,155,6.97,6
214.65,145,7.52,6
247.3,121,14.24,5
320.16,177,9.85,0
193.38,105,9.75,3
117.53,83,16.48,8
298.62,151,5.58,0
176.03,73,9.94,3
162.2,123,16.67,2
332.03,144,10.24,0
274.78,139,6.17,9
231.56,175,5.88,6
185.99,83,15.14,3
127.37,86,18.58,8
141.82,99,13.57,7
160.92,65,13.33,1
273.48,158,5.04,9
170.09,111,11.73,2
265.52,166,3.63,9
215.78,164,8.24,6
213.59,99,9.09,3
227.49,179,9.02,4
249.55,149,13.89,5
235.42,149,7.26,9
205.64,91,12.5,3
189.42,159,8.0,6
195.57,116,13.18,5
173.55,90,11.51,3
210.88,204,11.0,4
323.85,197,7.27,0
198.34,116,12.38,3
189.33,155,10.85,5
341.02,188,6.82,0
140.03,82,17.26,8
176.46,102,8.11,7
251.55,216,10.22,4
132.39,60,14.25,1
237.95,132,6.48,9
149.52,96,14.98,2
257.32,143,7.86,5
175.76,100,13.45,3
178.82,114,12.9,3
190.55,141,6.17,6
102.39,81,15.47,8
277.63,159,7.35,9
263.33,193,9.5,4
276.72,132,4.19,9
